case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age33-130363,2051-06-30,2051/52,58,60,False,47.71,49.85,50.73,60.56,57.59,77.31,78.89,82.23,91.63,74.39,26.33,33.65,26.44,34.37,25.85
age33-130363,2052-06-30,2052/53,59,58,False,44.75,46.6,47.4,58.12,55.23,74.84,76.33,81.3,91.78,73.58,23.96,31.01,23.91,31.64,23.49
age33-130363,2053-06-30,2053/54,60,56,False,41.62,43.2,43.97,55.48,52.63,72.07,73.45,80.18,91.93,72.6,21.68,28.39,21.49,28.91,21.22
age33-130363,2054-06-30,2054/55,61,53,False,38.43,39.72,40.44,52.51,49.82,69.0,70.28,78.89,92.09,71.44,19.48,25.8,19.18,26.22,19.04
age33-130363,2055-06-30,2055/56,62,51,False,35.29,36.34,37.0,49.41,46.89,65.66,66.83,77.34,92.23,70.08,17.44,23.32,17.06,23.67,17.01
age33-130363,2056-06-30,2056/57,63,48,False,32.24,33.11,33.71,46.28,43.88,62.18,63.24,75.6,92.38,68.56,15.56,20.98,15.12,21.27,15.14
age33-130363,2057-06-30,2057/58,64,46,False,29.25,29.95,30.53,43.09,40.8,58.52,59.46,73.62,92.53,66.83,13.83,18.79,13.36,19.02,13.44
age33-130363,2058-06-30,2058/59,65,43,False,26.38,26.93,27.45,39.71,37.66,54.69,55.52,71.35,92.67,64.86,12.24,16.74,11.76,16.92,11.87
age34-104729,2026-05-11,2026/27,34,72,True,65,76,75,58,64,71,75,68,80,66,59,66,74,69,63
age34-104729,2027-06-30,2027/28,35,77,True,71.1,82.33,82.65,66.8,69.04,78.61,82.68,74.72,84.67,70.07,62.19,67.6,75.2,71.06,65.0
age34-104729,2028-06-30,2028/29,36,78,False,72.6,83.57,84.21,68.75,70.32,80.27,84.17,76.18,85.59,70.93,63.34,68.17,75.63,71.57,65.71
age34-104729,2029-06-30,2029/30,37,80,True,74.41,85.06,85.79,70.87,71.72,81.97,85.64,77.76,86.43,71.92,64.36,68.68,76.01,72.17,66.35
age34-104729,2030-06-30,2030/31,38,81,True,75.91,86.26,87.25,73.43,73.02,83.63,86.98,79.41,87.31,72.94,65.36,69.18,76.39,72.69,66.98
age34-104729,2031-06-30,2031/32,39,82,False,77.32,87.21,88.33,75.33,74.23,85.08,88.21,81.06,88.1,73.93,66.18,69.59,76.69,73.17,67.49
age34-104729,2032-06-30,2032/33,40,83,True,79.11,88.32,89.51,77.49,75.64,86.35,89.3,82.47,88.8,74.89,67.41,70.2,77.15,73.77,68.25
age34-104729,2033-06-30,2033/34,41,82,True,78.48,87.53,88.7,77.16,75.33,86.35,89.3,82.47,88.8,74.89,66.27,69.4,75.66,72.88,67.08
age34-104729,2034-06-30,2034/35,42,82,False,77.73,86.61,87.77,76.95,74.97,86.41,89.33,82.52,88.83,74.94,64.91,68.43,73.87,71.81,65.69
age34-104729,2035-06-30,2035/36,43,82,False,76.97,85.54,86.71,76.59,74.63,86.52,89.43,82.65,88.89,75.02,63.47,67.35,71.86,70.59,64.15
age34-104729,2036-06-30,2036/37,44,82,False,76.98,85.01,86.19,77.34,74.94,87.28,90.08,83.51,89.32,75.64,62.37,66.4,69.83,69.51,62.76
age34-104729,2037-06-30,2037/38,45,82,False,76.63,84.21,85.44,78.04,75.05,87.99,90.65,84.33,89.72,76.27,60.91,65.2,67.53,68.19,61.07
age34-104729,2038-06-30,2038/39,46,81,False,75.23,82.52,83.7,77.24,74.31,87.99,90.65,84.33,89.72,76.27,58.69,63.55,64.81,66.39,58.84
age34-104729,2039-06-30,2039/40,47,79,False,73.68,80.65,81.78,76.34,73.48,87.92,90.57,84.3,89.72,76.25,56.34,61.75,61.93,64.43,56.47
age34-104729,2040-06-30,2040/41,48,78,False,71.98,78.62,79.69,75.34,72.55,87.76,90.4,84.24,89.72,76.2,53.86,59.82,58.94,62.32,53.98
age34-104729,2041-06-30,2041/42,49,77,False,70.14,76.42,77.44,74.23,71.52,87.49,90.11,84.14,89.72,76.12,51.28,57.75,55.85,60.08,51.39
age34-104729,2042-06-30,2042/43,50,75,False,68.16,74.07,75.02,73.01,70.39,87.08,89.68,83.99,89.72,75.99,48.63,55.57,52.71,57.71,48.73
age34-104729,2043-06-30,2043/44,51,74,False,66.04,71.57,72.45,71.67,69.14,86.5,89.07,83.77,89.72,75.81,45.93,53.28,49.54,55.24,46.02
age34-104729,2044-06-30,2044/45,52,72,False,63.79,68.92,69.74,70.21,67.79,85.73,88.25,83.48,89.72,75.58,43.21,50.9,46.37,52.68,43.29
age34-104729,2045-06-30,2045/46,53,71,False,61.8,66.54,67.38,69.15,66.64,85.04,87.46,83.42,89.87,75.51,40.75,48.59,43.35,50.2,40.73
age34-104729,2046-06-30,2046/47,54,70,False,59.96,64.31,65.22,68.31,65.58,84.36,86.65,83.5,90.13,75.53,38.45,46.31,40.47,47.77,38.29
age34-104729,2047-06-30,2047/48,55,68,False,58.03,62.01,62.96,67.32,64.43,83.37,85.53,83.4,90.36,75.42,36.23,44.05,37.71,45.34,35.95
age34-104729,2048-06-30,2048/49,56,66,False,55.85,59.48,60.42,66.01,63.02,81.99,84.02,83.07,90.55,75.13,33.9,41.68,34.99,42.85,33.55
age34-104729,2049-06-30,2049/50,57,65,False,53.46,56.75,57.71,64.57,61.43,80.48,82.36,82.67,90.73,74.77,31.57,39.28,32.33,40.3,31.18
age34-104729,2050-06-30,2050/51,58,62,False,50.95,53.88,54.84,62.86,59.67,78.82,80.57,82.19,90.92,74.33,29.27,36.84,29.74,37.74,28.84
age34-104729,2051-06-30,2051/52,59,61,False,48.35,50.91,51.83,60.86,57.74,76.87,78.54,81.52,91.08,73.74,27.04,34.4,27.26,35.17,26.58
age34-104729,2052-06-30,2052/53,60,59,False,45.67,47.91,48.77,58.73,55.66,74.76,76.34,80.77,91.24,73.07,24.83,31.94,24.85,32.61,24.36
age34-104729,2053-06-30,2053/54,61,57,False,42.82,44.78,45.62,56.48,53.37,72.39,73.85,79.87,91.41,72.26,22.68,29.49,22.54,30.06,22.21
age34-104729,2054-06-30,2054/55,62,55,False,39.99,41.66,42.47,54.0,50.96,69.86,71.22,78.88,91.59,71.34,20.66,27.12,20.39,27.6,20.19
age34-104729,2055-06-30,2055/56,63,52,False,37.23,38.63,39.38,51.35,48.48,67.1,68.38,77.68,91.73,70.27,18.79,24.88,18.42,25.28,18.32
age34-104729,2056-06-30,2056/57,64,50,False,34.55,35.73,36.43,48.7,45.94,64.25,65.43,76.35,91.89,69.09,17.05,22.75,16.61,23.09,16.59
age34-104729,2057-06-30,2057/58,65,48,False,31.87,32.86,33.55,46.01,43.32,61.26,62.32,74.83,92.04,67.76,15.44,20.73,14.94,21.01,14.99
age34-130363,2026-05-11,2026/27,34,72,True,65,76,75,58,64,71,75,68,80,66,59,66,74,69,63
age34-130363,2027-06-30,2027/28,35,77,True,71.11,82.3,82.48,66.39,69.0,78.38,82.53,74.53,84.56,69.95,62.17,67.59,75.19,71.05,64.98
age34-130363,2028-06-30,2028/29,36,78,False,72.63,83.6,84.16,68.6,70.32,80.14,84.09,76.06,85.53,70.87,63.33,68.16,75.62,71.57,65.71
age34-130363,2029-06-30,2029/30,37,80,True,74.42,85.1,85.76,70.78,71.7,81.89,85.58,77.67,86.39,71.88,64.33,68.66,76.0,72.17,66.33
age34-130363,2030-06-30,2030/31,38,81,True,75.75,86.15,87.1,73.19,72.89,83.46,86.84,79.23,87.21,72.83,65.29,69.15,76.36,72.64,66.93
age34-130363,2031-06-30,2031/32,39,82,False,77.03,87.0,88.11,74.99,74.0,84.82,87.99,80.75,87.95,73.74,66.09,69.55,76.66,73.08,67.43
age34-130363,2032-06-30,2032/33,40,83,False,78.65,87.99,89.18,76.84,75.28,85.96,88.98,82.02,88.58,74.58,67.26,70.13,77.1,73.62,68.17
age34-130363,2033-06-30,2033/34,41,82,False,77.94,87.1,88.26,76.47,74.92,85.96,88.98,82.02,88.58,74.58,65.96,69.21,75.39,72.61,66.83
age34-130363,2034-06-30,2034/35,42,82,False,77.71,86.42,87.6,76.87,75.01,86.47,89.4,82.6,88.86,74.98,64.82,68.31,73.52,71.6,65.49
age34-130363,2035-06-30,2035/36,43,82,False,76.67,85.13,86.29,76.37,74.49,86.53,89.45,82.68,88.89,75.03,63.0,67.0,71.18,70.16,63.63
age34-130363,2036-06-30,2036/37,44,81,False,76.41,84.33,85.52,76.88,74.63,87.21,90.03,83.44,89.27,75.57,61.62,65.84,68.84,68.84,61.97
age34-130363,2037-06-30,2037/38,45,81,False,76.1,83.51,84.7,77.49,74.77,87.97,90.66,84.31,89.7,76.25,59.97,64.48,66.25,67.38,60.07
age34-130363,2038-06-30,2038/39,46,80,False,74.49,81.58,82.71,76.58,73.92,87.97,90.66,84.31,89.7,76.25,57.48,62.6,63.21,65.33,57.57
age34-130363,2039-06-30,2039/40,47,79,False,72.71,79.45,80.52,75.54,72.96,87.88,90.57,84.28,89.7,76.22,54.83,60.56,60.01,63.11,54.92
age34-130363,2040-06-30,2040/41,48,77,False,70.77,77.13,78.13,74.39,71.88,87.69,90.37,84.21,89.7,76.16,52.06,58.37,56.7,60.73,52.14
age34-130363,2041-06-30,2041/42,49,76,False,68.66,74.62,75.56,73.11,70.68,87.37,90.02,84.09,89.7,76.07,49.21,56.03,53.31,58.2,49.28
age34-130363,2042-06-30,2042/43,50,75,False,67.02,72.61,73.63,72.63,69.9,87.37,89.91,84.45,89.97,76.34,46.69,53.8,50.07,55.78,46.62
age34-130363,2043-06-30,2043/44,51,73,False,64.58,69.75,70.69,71.06,68.44,86.68,89.18,84.19,89.97,76.13,43.73,51.24,46.67,53.04,43.67
age34-130363,2044-06-30,2044/45,52,71,False,62.0,66.73,67.59,69.33,66.84,85.75,88.19,83.84,89.97,75.85,40.77,48.6,43.29,50.21,40.71
age34-130363,2045-06-30,2045/46,53,70,False,59.92,64.23,65.16,68.37,65.64,85.08,87.38,83.91,90.22,75.88,38.24,46.12,40.17,47.55,38.06
age34-130363,2046-06-30,2046/47,54,68,False,57.72,61.62,62.61,67.25,64.31,84.14,86.3,83.88,90.48,75.83,35.75,43.61,37.15,44.89,35.46
age34-130363,2047-06-30,2047/48,55,67,False,55.43,58.92,59.93,65.87,62.85,82.84,84.87,83.66,90.71,75.62,33.36,41.11,34.29,42.23,32.96
age34-130363,2048-06-30,2048/49,56,64,False,52.88,55.99,56.94,64.1,61.1,81.03,82.93,83.12,90.89,75.16,30.87,38.54,31.49,39.53,30.44
age34-130363,2049-06-30,2049/50,57,63,False,50.11,52.88,53.83,62.26,59.13,79.07,80.8,82.49,91.06,74.62,28.42,35.94,28.77,36.79,27.98
age34-130363,2050-06-30,2050/51,58,60,False,47.24,49.64,50.56,60.07,56.98,76.89,78.51,81.74,91.24,73.96,26.02,33.31,26.15,34.04,25.56
age34-130363,2051-06-30,2051/52,59,58,False,44.25,46.3,47.16,57.6,54.61,74.36,75.89,80.78,91.39,73.12,23.71,30.71,23.65,31.31,23.25
age34-130363,2052-06-30,2052/53,60,56,False,41.21,42.95,43.73,54.95,52.06,71.59,73.01,79.68,91.55,72.15,21.45,28.1,21.24,28.61,20.99
age34-130363,2053-06-30,2053/54,61,53,False,38.01,39.48,40.21,52.08,49.26,68.49,69.78,78.35,91.7,70.97,19.26,25.52,18.95,25.94,18.82
age34-130363,2054-06-30,2054/55,62,50,False,34.86,36.04,36.72,48.95,46.33,65.15,66.33,76.81,91.86,69.61,17.22,23.04,16.84,23.38,16.79
age34-130363,2055-06-30,2055/56,63,48,False,31.82,32.77,33.38,45.74,43.33,61.6,62.67,75.01,92.0,68.04,15.36,20.73,14.92,21.0,14.95
age34-130363,2056-06-30,2056/57,64,45,False,28.89,29.66,30.21,42.53,40.27,57.92,58.87,73.0,92.15,66.3,13.64,18.54,13.17,18.77,13.25
age34-130363,2057-06-30,2057/58,65,43,False,26.02,26.64,27.16,39.29,37.14,54.07,54.9,70.7,92.29,64.31,12.07,16.5,11.58,16.68,11.7
age35-104729,2026-05-11,2026/27,35,74,True,68,79,78,61,69,73,77,70,83,69,59,67,75,70,64
age35-104729,2027-06-30,2027/28,36,76,True,69.88,80.96,80.35,63.59,70.51,75.19,79.27,71.92,84.24,70.18,59.98,67.49,75.37,70.63,64.62
age35-104729,2028-06-30,2028/29,37,77,False,71.4,82.37,82.25,65.87,71.83,77.0,81.14,73.49,85.25,71.12,61.15,68.08,75.81,71.15,65.35
age35-104729,2029-06-30,2029/30,38,78,True,73.21,83.97,84.02,67.96,73.23,78.87,82.96,75.15,86.14,72.15,62.13,68.57,76.17,71.75,65.96
age35-104729,2030-06-30,2030/31,39,80,True,74.7,85.22,85.59,70.36,74.52,80.72,84.51,76.76,87.01,73.13,63.12,69.06,76.54,72.27,66.57
age35-104729,2031-06-30,2031/32,40,81,False,76.07,86.28,86.86,72.44,75.71,82.44,85.95,78.42,87.83,74.13,63.95,69.47,76.86,72.74,67.09
age35-104729,2032-06-30,2032/33,41,81,False,76.5,86.19,86.87,73.44,76.21,83.36,86.75,79.35,88.26,74.71,63.59,69.02,75.58,72.19,66.36
age35-104729,2033-06-30,2033/34,42,81,False,76.8,85.99,86.74,74.5,76.66,84.32,87.56,80.38,88.72,75.35,62.93,68.34,74.0,71.46,65.35
age35-104729,2034-06-30,2034/35,43,81,False,76.88,85.58,86.45,75.64,76.99,85.26,88.31,81.4,89.17,76.02,62.06,67.51,72.15,70.53,64.13
age35-104729,2035-06-30,2035/36,44,82,False,76.83,84.99,85.92,76.39,77.22,86.08,89.0,82.31,89.57,76.64,60.98,66.52,70.08,69.43,62.7
age35-104729,2036-06-30,2036/37,45,81,False,76.64,84.25,85.22,76.94,77.37,86.79,89.62,83.11,89.94,77.21,59.75,65.39,67.81,68.16,61.1
age35-104729,2037-06-30,2037/38,46,80,False,75.24,82.55,83.48,76.16,76.58,86.79,89.62,83.11,89.94,77.21,57.61,63.73,65.06,66.36,58.87
age35-104729,2038-06-30,2038/39,47,79,False,73.69,80.69,81.57,75.28,75.7,86.73,89.55,83.09,89.94,77.18,55.34,61.92,62.16,64.4,56.49
age35-104729,2039-06-30,2039/40,48,78,False,71.99,78.65,79.49,74.31,74.71,86.57,89.38,83.03,89.94,77.13,52.95,59.97,59.14,62.29,54.0
age35-104729,2040-06-30,2040/41,49,77,False,70.15,76.45,77.25,73.23,73.62,86.3,89.1,82.93,89.94,77.05,50.45,57.89,56.03,60.05,51.41
age35-104729,2041-06-30,2041/42,50,75,False,68.16,74.09,74.84,72.04,72.42,85.9,88.67,82.78,89.94,76.92,47.89,55.7,52.87,57.68,48.74
age35-104729,2042-06-30,2042/43,51,74,False,66.04,71.59,72.28,70.74,71.1,85.34,88.07,82.58,89.94,76.74,45.27,53.39,49.68,55.21,46.03
age35-104729,2043-06-30,2043/44,52,72,False,63.79,68.94,69.58,69.31,69.67,84.59,87.27,82.29,89.94,76.5,42.62,51.0,46.49,52.65,43.29
age35-104729,2044-06-30,2044/45,53,71,False,61.96,66.77,67.47,68.6,68.56,84.1,86.65,82.4,90.15,76.53,40.29,48.71,43.48,50.23,40.77
age35-104729,2045-06-30,2045/46,54,70,False,60.14,64.59,65.39,67.95,67.45,83.52,85.9,82.55,90.42,76.58,38.08,46.45,40.6,47.82,38.35
age35-104729,2046-06-30,2046/47,55,68,False,58.18,62.24,63.11,67.01,66.19,82.65,84.89,82.56,90.67,76.49,35.87,44.15,37.81,45.38,35.97
age35-104729,2047-06-30,2047/48,56,66,False,55.94,59.61,60.5,65.65,64.66,81.29,83.4,82.24,90.83,76.16,33.62,41.79,35.09,42.88,33.59
age35-104729,2048-06-30,2048/49,57,65,False,53.62,56.92,57.78,64.11,62.99,79.81,81.8,81.86,91.01,75.77,31.34,39.38,32.43,40.35,31.22
age35-104729,2049-06-30,2049/50,58,63,False,51.09,54.06,54.95,62.53,61.13,78.19,80.03,81.39,91.18,75.29,29.09,36.94,29.84,37.79,28.9
age35-104729,2050-06-30,2050/51,59,61,False,48.46,51.08,51.94,60.63,59.09,76.36,78.11,80.82,91.35,74.72,26.87,34.47,27.33,35.22,26.61
age35-104729,2051-06-30,2051/52,60,59,False,45.75,48.03,48.88,58.56,56.89,74.27,75.92,80.09,91.51,74.01,24.74,32.03,24.93,32.66,24.42
age35-104729,2052-06-30,2052/53,61,57,False,42.96,44.94,45.73,56.24,54.51,71.94,73.49,79.23,91.66,73.18,22.61,29.58,22.62,30.12,22.26
age35-104729,2053-06-30,2053/54,62,55,False,40.11,41.83,42.6,53.88,51.99,69.43,70.86,78.23,91.83,72.22,20.61,27.21,20.46,27.66,20.24
age35-104729,2054-06-30,2054/55,63,52,False,37.35,38.8,39.55,51.38,49.42,66.82,68.14,77.15,91.99,71.17,18.77,24.97,18.49,25.34,18.38
age35-104729,2055-06-30,2055/56,64,50,False,34.67,35.88,36.58,48.72,46.79,64.01,65.23,75.84,92.14,69.95,17.07,22.84,16.68,23.16,16.66
age35-104729,2056-06-30,2056/57,65,48,False,32.05,33.06,33.71,45.99,44.1,61.06,62.18,74.37,92.29,68.59,15.46,20.82,15.02,21.1,15.06
age35-130363,2026-05-11,2026/27,35,74,True,68,79,78,61,69,73,77,70,83,69,59,67,75,70,64
age35-130363,2027-06-30,2027/28,36,76,True,69.88,80.98,80.39,63.67,70.51,75.17,79.23,71.89,84.23,70.17,59.99,67.5,75.37,70.63,64.62
age35-130363,2028-06-30,2028/29,37,77,False,71.4,82.37,82.25,65.86,71.83,76.97,81.11,73.46,85.23,71.11,61.15,68.08,75.81,71.15,65.34
age35-130363,2029-06-30,2029/30,38,78,True,73.19,83.98,84.05,68.06,73.22,78.82,82.89,75.09,86.12,72.13,62.14,68.57,76.18,71.75,65.97
age35-130363,2030-06-30,2030/31,39,80,True,74.55,85.11,85.5,70.26,74.4,80.49,84.31,76.53,86.91,73.01,63.1,69.05,76.54,72.22,66.56
age35-130363,2031-06-30,2031/32,40,81,False,75.76,86.0,86.64,72.15,75.5,82.15,85.7,78.11,87.69,73.95,63.88,69.44,76.83,72.64,67.05
age35-130363,2032-06-30,2032/33,41,81,False,76.02,85.72,86.47,72.91,75.9,83.04,86.49,79.02,88.1,74.49,63.35,68.85,75.33,71.94,66.14
age35-130363,2033-06-30,2033/34,42,81,False,76.22,85.41,86.22,73.87,76.29,84.02,87.33,80.07,88.57,75.14,62.49,68.03,73.48,71.06,64.92
age35-130363,2034-06-30,2034/35,43,81,False,76.18,84.87,85.78,74.89,76.54,84.94,88.07,81.06,89.01,75.78,61.41,67.04,71.36,69.95,63.47
age35-130363,2035-06-30,2035/36,44,81,False,75.98,84.14,85.12,75.59,76.69,85.8,88.78,82.0,89.43,76.41,60.1,65.86,68.98,68.65,61.79
age35-130363,2036-06-30,2036/37,45,81,False,75.65,83.27,84.28,76.13,76.76,86.59,89.46,82.89,89.83,77.02,58.62,64.52,66.39,67.17,59.94
age35-130363,2037-06-30,2037/38,46,80,False,74.06,81.33,82.3,75.24,75.86,86.59,89.46,82.89,89.83,77.02,56.22,62.63,63.32,65.13,57.43
age35-130363,2038-06-30,2038/39,47,78,False,72.29,79.2,80.11,74.23,74.84,86.51,89.38,82.86,89.83,77.0,53.67,60.58,60.08,62.9,54.77
age35-130363,2039-06-30,2039/40,48,77,False,70.35,76.88,77.73,73.11,73.69,86.32,89.18,82.79,89.83,76.94,51.0,58.37,56.74,60.52,51.99
age35-130363,2040-06-30,2040/41,49,75,False,68.25,74.36,75.16,71.86,72.42,86.0,88.84,82.68,89.83,76.84,48.24,56.01,53.31,57.99,49.12
age35-130363,2041-06-30,2041/42,50,74,False,66.61,72.34,73.26,71.47,71.55,86.06,88.77,83.07,90.09,77.1,45.81,53.76,50.05,55.57,46.45
age35-130363,2042-06-30,2042/43,51,73,False,64.18,69.48,70.32,69.94,70.01,85.38,88.05,82.82,90.09,76.88,42.94,51.19,46.62,52.82,43.5
age35-130363,2043-06-30,2043/44,52,70,False,61.6,66.46,67.23,68.25,68.33,84.47,87.08,82.47,90.09,76.59,40.06,48.53,43.22,49.99,40.54
age35-130363,2044-06-30,2044/45,53,70,False,59.61,64.05,64.85,67.29,67.07,83.86,86.34,82.59,90.34,76.61,37.62,46.04,40.08,47.36,37.89
age35-130363,2045-06-30,2045/46,54,68,False,57.43,61.47,62.33,66.28,65.65,82.98,85.3,82.59,90.58,76.54,35.22,43.52,37.07,44.69,35.31
age35-130363,2046-06-30,2046/47,55,66,False,55.12,58.74,59.66,65.04,64.07,81.81,83.95,82.46,90.83,76.34,32.84,40.99,34.17,42.03,32.78
age35-130363,2047-06-30,2047/48,56,64,False,52.53,55.74,56.66,63.32,62.2,80.06,82.07,81.97,91.0,75.86,30.44,38.43,31.37,39.32,30.29
age35-130363,2048-06-30,2048/49,57,62,False,49.84,52.66,53.53,61.38,60.15,78.13,80.0,81.37,91.17,75.28,28.04,35.81,28.65,36.59,27.82
age35-130363,2049-06-30,2049/50,58,60,False,46.95,49.43,50.3,59.36,57.88,75.99,77.73,80.66,91.34,74.59,25.69,33.19,26.03,33.85,25.42
age35-130363,2050-06-30,2050/51,59,58,False,43.97,46.09,46.92,56.98,55.4,73.56,75.19,79.8,91.51,73.75,23.39,30.55,23.51,31.12,23.08
age35-130363,2051-06-30,2051/52,60,55,False,40.91,42.69,43.48,54.36,52.72,70.81,72.33,78.73,91.66,72.73,21.2,27.97,21.13,28.42,20.86
age35-130363,2052-06-30,2052/53,61,53,False,37.79,39.28,39.98,51.48,49.84,67.77,69.16,77.44,91.81,71.53,19.05,25.38,18.84,25.77,18.69
age35-130363,2053-06-30,2053/54,62,50,False,34.63,35.88,36.55,48.54,46.8,64.5,65.74,75.94,91.98,70.14,17.04,22.92,16.73,23.23,16.68
age35-130363,2054-06-30,2054/55,63,48,False,31.58,32.56,33.17,45.31,43.68,61.01,62.14,74.2,92.12,68.54,15.19,20.59,14.81,20.84,14.83
age35-130363,2055-06-30,2055/56,64,45,False,28.65,29.43,29.97,42.07,40.52,57.32,58.34,72.18,92.26,66.72,13.51,18.42,13.07,18.62,13.15
age35-130363,2056-06-30,2056/57,65,43,False,25.84,26.46,26.95,38.84,37.33,53.53,54.42,69.93,92.41,64.69,11.94,16.38,11.49,16.55,11.6
age36-104729,2026-05-11,2026/27,36,74,True,68,79,78,61,69,73,77,70,83,69,59,67,75,70,64
age36-104729,2027-06-30,2027/28,37,76,True,69.88,80.96,80.35,63.59,70.51,75.19,79.27,71.92,84.24,70.18,59.98,67.49,75.37,70.63,64.62
age36-104729,2028-06-30,2028/29,38,77,False,71.4,82.37,82.25,65.87,71.83,77.0,81.14,73.49,85.25,71.12,61.15,68.08,75.81,71.15,65.35
age36-104729,2029-06-30,2029/30,39,78,True,73.21,83.97,84.02,67.96,73.23,78.87,82.96,75.15,86.14,72.15,62.13,68.57,76.17,71.75,65.96
age36-104729,2030-06-30,2030/31,40,80,True,74.7,85.22,85.59,70.36,74.52,80.72,84.51,76.76,87.01,73.13,63.12,69.06,76.54,72.27,66.57
age36-104729,2031-06-30,2031/32,41,80,False,74.94,85.1,85.6,71.36,74.93,81.81,85.43,77.8,87.53,73.76,62.55,68.48,75.17,71.65,65.7
age36-104729,2032-06-30,2032/33,42,80,False,75.29,84.94,85.54,72.33,75.39,82.8,86.28,78.76,87.98,74.36,61.99,67.85,73.59,70.91,64.74
age36-104729,2033-06-30,2033/34,43,81,False,75.45,84.63,85.33,73.36,75.76,83.83,87.15,79.84,88.47,75.02,61.11,67.0,71.71,69.99,63.49
age36-104729,2034-06-30,2034/35,44,81,False,75.39,84.11,84.95,74.43,76.01,84.79,87.92,80.88,88.93,75.69,60.04,65.99,69.6,68.87,62.05
age36-104729,2035-06-30,2035/36,45,80,False,75.17,83.37,84.28,75.03,76.15,85.65,88.65,81.84,89.35,76.31,58.75,64.81,67.28,67.58,60.4
age36-104729,2036-06-30,2036/37,46,80,False,73.79,81.67,82.54,74.27,75.36,85.65,88.65,81.84,89.35,76.31,56.63,63.13,64.5,65.76,58.16
age36-104729,2037-06-30,2037/38,47,78,False,72.25,79.79,80.62,73.42,74.48,85.58,88.58,81.81,89.35,76.29,54.37,61.31,61.57,63.78,55.78
age36-104729,2038-06-30,2038/39,48,77,False,70.57,77.74,78.53,72.46,73.5,85.42,88.41,81.76,89.35,76.24,52.0,59.35,58.52,61.65,53.28
age36-104729,2039-06-30,2039/40,49,76,False,68.75,75.53,76.27,71.4,72.41,85.16,88.12,81.66,89.35,76.16,49.52,57.25,55.39,59.39,50.68
age36-104729,2040-06-30,2040/41,50,75,False,67.37,73.79,74.62,71.13,71.7,85.27,88.11,82.05,89.59,76.41,47.33,55.23,52.36,57.23,48.25
age36-104729,2041-06-30,2041/42,51,73,False,65.26,71.26,72.04,69.84,70.39,84.7,87.51,81.85,89.59,76.23,44.73,52.93,49.18,54.76,45.55
age36-104729,2042-06-30,2042/43,52,72,False,63.02,68.59,69.31,68.43,68.96,83.95,86.71,81.56,89.59,75.98,42.1,50.54,46.0,52.2,42.82
age36-104729,2043-06-30,2043/44,53,70,False,61.35,66.49,67.29,67.79,67.97,83.57,86.2,81.8,89.86,76.07,39.92,48.33,43.06,49.82,40.4
age36-104729,2044-06-30,2044/45,54,69,False,59.58,64.32,65.18,67.07,66.89,83.0,85.48,81.96,90.13,76.11,37.73,46.06,40.2,47.43,38.0
age36-104729,2045-06-30,2045/46,55,68,False,57.66,62.01,62.96,66.29,65.66,82.18,84.49,82.01,90.4,76.05,35.55,43.78,37.44,45.01,35.64
age36-104729,2046-06-30,2046/47,56,66,False,55.42,59.35,60.31,64.96,64.12,80.85,83.02,81.73,90.58,75.73,33.27,41.42,34.72,42.51,33.25
age36-104729,2047-06-30,2047/48,57,65,False,53.06,56.59,57.52,63.42,62.43,79.33,81.37,81.32,90.74,75.31,31.04,39.02,32.08,39.98,30.91
age36-104729,2048-06-30,2048/49,58,62,False,50.62,53.77,54.67,61.75,60.61,77.7,79.62,80.86,90.92,74.83,28.8,36.59,29.51,37.44,28.6
age36-104729,2049-06-30,2049/50,59,61,False,47.99,50.78,51.69,59.97,58.57,75.87,77.69,80.3,91.1,74.26,26.59,34.14,27.02,34.87,26.33
age36-104729,2050-06-30,2050/51,60,58,False,45.26,47.69,48.56,57.88,56.36,73.8,75.52,79.62,91.27,73.56,24.42,31.68,24.62,32.31,24.12
age36-104729,2051-06-30,2051/52,61,56,False,42.46,44.54,45.37,55.56,53.97,71.42,73.04,78.72,91.42,72.7,22.36,29.26,22.34,29.78,22.0
age36-104729,2052-06-30,2052/53,62,54,False,39.68,41.46,42.22,53.12,51.47,68.88,70.39,77.71,91.58,71.73,20.36,26.89,20.19,27.34,19.99
age36-104729,2053-06-30,2053/54,63,52,False,36.89,38.42,39.16,50.65,48.88,66.2,67.58,76.54,91.73,70.64,18.52,24.65,18.23,25.02,18.13
age36-104729,2054-06-30,2054/55,64,50,False,34.21,35.48,36.2,48.08,46.25,63.44,64.7,75.29,91.9,69.44,16.82,22.54,16.44,22.85,16.42
age36-104729,2055-06-30,2055/56,65,47,False,31.61,32.66,33.32,45.35,43.57,60.44,61.6,73.77,92.05,68.05,15.25,20.54,14.79,20.8,14.84
age36-130363,2026-05-11,2026/27,36,74,True,68,79,78,61,69,73,77,70,83,69,59,67,75,70,64
age36-130363,2027-06-30,2027/28,37,76,True,69.88,80.98,80.39,63.67,70.51,75.17,79.23,71.89,84.23,70.17,59.99,67.5,75.37,70.63,64.62
age36-130363,2028-06-30,2028/29,38,77,False,71.4,82.37,82.25,65.86,71.83,76.97,81.11,73.46,85.23,71.11,61.15,68.08,75.81,71.15,65.34
