case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age39-130363,2034-06-30,2034/35,47,75,False,67.85,76.4,77.13,68.14,70.94,82.22,85.77,78.23,87.67,74.04,50.75,58.55,57.97,60.78,52.46
age39-130363,2035-06-30,2035/36,48,74,False,66.65,74.73,75.57,68.07,70.37,82.76,86.17,78.89,88.0,74.42,48.57,56.53,54.75,58.59,49.95
age39-130363,2036-06-30,2036/37,49,73,False,65.27,72.84,73.76,67.77,69.66,83.05,86.35,79.39,88.29,74.7,46.32,54.39,51.51,56.27,47.39
age39-130363,2037-06-30,2037/38,50,72,False,63.79,70.88,71.85,67.46,68.87,83.27,86.42,79.95,88.61,75.01,43.96,52.13,48.26,53.87,44.76
age39-130363,2038-06-30,2038/39,51,71,False,62.04,68.61,69.62,66.85,67.87,83.21,86.23,80.36,88.89,75.2,41.54,49.78,45.05,51.36,42.1
age39-130363,2039-06-30,2039/40,52,69,False,60.15,66.19,67.27,66.19,66.75,82.96,85.82,80.69,89.18,75.32,39.14,47.37,41.91,48.78,39.47
age39-130363,2040-06-30,2040/41,53,69,False,58.2,63.71,64.83,65.41,65.54,82.46,85.15,80.91,89.47,75.38,36.76,44.94,38.87,46.2,36.9
age39-130363,2041-06-30,2041/42,54,67,False,56.1,61.1,62.23,64.44,64.17,81.67,84.19,81.01,89.76,75.33,34.37,42.45,35.93,43.59,34.36
age39-130363,2042-06-30,2042/43,55,65,False,53.82,58.33,59.51,63.38,62.64,80.59,82.91,80.99,90.05,75.17,32.03,39.97,33.12,40.98,31.89
age39-130363,2043-06-30,2043/44,56,63,False,51.28,55.27,56.42,61.75,60.8,78.89,81.04,80.55,90.24,74.7,29.68,37.44,30.4,38.31,29.45
age39-130363,2044-06-30,2044/45,57,61,False,48.62,52.13,53.2,59.88,58.77,76.96,78.98,79.99,90.43,74.12,27.33,34.88,27.76,35.64,27.04
age39-130363,2045-06-30,2045/46,58,59,False,45.8,48.84,49.87,57.86,56.53,74.79,76.67,79.3,90.61,73.42,25.02,32.3,25.21,32.94,24.69
age39-130363,2046-06-30,2046/47,59,57,False,42.85,45.44,46.41,55.54,54.07,72.35,74.1,78.46,90.79,72.58,22.76,29.71,22.76,30.26,22.4
age39-130363,2047-06-30,2047/48,60,54,False,39.78,41.93,42.81,52.82,51.38,69.51,71.15,77.33,90.94,71.51,20.56,27.14,20.41,27.59,20.19
age39-130363,2048-06-30,2048/49,61,52,False,36.71,38.49,39.26,50.01,48.52,66.44,67.94,76.03,91.11,70.29,18.45,24.6,18.19,24.98,18.08
age39-130363,2049-06-30,2049/50,62,49,False,33.58,35.05,35.79,47.12,45.5,63.15,64.48,74.52,91.29,68.88,16.48,22.17,16.13,22.47,16.1
age39-130363,2050-06-30,2050/51,63,46,False,30.57,31.74,32.41,44.02,42.41,59.68,60.87,72.8,91.46,67.29,14.66,19.88,14.25,20.13,14.29
age39-130363,2051-06-30,2051/52,64,44,False,27.68,28.61,29.22,40.86,39.29,55.99,57.04,70.76,91.62,65.45,13.03,17.76,12.57,17.95,12.67
age39-130363,2052-06-30,2052/53,65,42,False,24.93,25.67,26.18,37.62,36.13,52.16,53.07,68.47,91.78,63.38,11.5,15.76,11.02,15.92,11.15
age41-104729,2026-05-11,2026/27,41,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age41-104729,2027-06-30,2027/28,42,74,True,67.43,78.21,77.44,61.15,68.52,76.33,79.4,72.19,85.69,70.71,56.31,64.23,71.15,67.21,59.91
age41-104729,2028-06-30,2028/29,43,74,False,67.47,77.93,77.41,61.88,68.8,77.33,80.49,73.07,86.2,71.22,55.5,63.32,69.07,66.16,58.67
age41-104729,2029-06-30,2029/30,44,74,False,67.59,77.77,77.39,62.71,69.1,78.5,81.69,74.1,86.73,71.87,54.43,62.22,66.71,64.99,57.18
age41-104729,2030-06-30,2030/31,45,74,False,67.38,77.27,77.19,63.71,69.25,79.73,82.82,75.17,87.26,72.53,53.18,60.95,64.17,63.59,55.52
age41-104729,2031-06-30,2031/32,46,74,False,66.72,76.23,76.31,64.08,69.04,80.61,83.59,75.96,87.63,73.0,51.52,59.41,61.35,61.92,53.54
age41-104729,2032-06-30,2032/33,47,74,False,65.93,74.99,75.21,64.17,68.74,81.24,84.16,76.57,87.93,73.38,49.8,57.77,58.45,60.11,51.48
age41-104729,2033-06-30,2033/34,48,73,False,65.02,73.65,74.0,64.32,68.34,81.82,84.64,77.22,88.26,73.76,47.92,55.98,55.46,58.18,49.29
age41-104729,2034-06-30,2034/35,49,72,False,63.9,72.08,72.58,64.41,67.82,82.25,84.95,77.81,88.57,74.1,45.95,54.08,52.43,56.12,47.04
age41-104729,2035-06-30,2035/36,50,71,False,62.66,70.33,70.94,64.25,67.19,82.54,85.14,78.38,88.87,74.4,43.9,52.09,49.4,53.97,44.72
age41-104729,2036-06-30,2036/37,51,70,False,61.3,68.43,69.11,63.87,66.45,82.55,85.07,78.78,89.14,74.59,41.84,50.03,46.41,51.74,42.41
age41-104729,2037-06-30,2037/38,52,69,False,59.83,66.49,67.22,63.55,65.62,82.47,84.88,79.23,89.44,74.79,39.7,47.89,43.45,49.47,40.06
age41-104729,2038-06-30,2038/39,53,68,False,58.15,64.32,65.16,63.13,64.64,82.17,84.44,79.59,89.73,74.91,37.56,45.7,40.57,47.13,37.73
age41-104729,2039-06-30,2039/40,54,66,False,56.39,62.03,62.94,62.46,63.55,81.58,83.72,79.81,90.0,74.92,35.45,43.49,37.8,44.78,35.45
age41-104729,2040-06-30,2040/41,55,66,False,54.54,59.64,60.58,61.59,62.34,80.65,82.69,79.85,90.25,74.79,33.36,41.27,35.12,42.42,33.21
age41-104729,2041-06-30,2041/42,56,64,False,52.38,56.99,57.92,60.41,60.85,79.27,81.18,79.6,90.43,74.44,31.16,38.96,32.5,40.0,30.94
age41-104729,2042-06-30,2042/43,57,62,False,50.04,54.18,55.11,59.09,59.18,77.75,79.52,79.27,90.63,74.02,28.98,36.62,29.94,37.53,28.7
age41-104729,2043-06-30,2043/44,58,60,False,47.62,51.26,52.2,57.56,57.36,76.0,77.7,78.82,90.81,73.49,26.86,34.27,27.48,35.05,26.52
age41-104729,2044-06-30,2044/45,59,58,False,45.07,48.26,49.16,55.8,55.35,73.99,75.61,78.2,90.98,72.84,24.74,31.89,25.1,32.57,24.37
age41-104729,2045-06-30,2045/46,60,56,False,42.41,45.17,46.05,53.89,53.16,71.77,73.27,77.46,91.16,72.08,22.68,29.52,22.8,30.1,22.28
age41-104729,2046-06-30,2046/47,61,54,False,39.64,41.99,42.83,51.7,50.77,69.29,70.68,76.54,91.33,71.16,20.66,27.15,20.61,27.64,20.24
age41-104729,2047-06-30,2047/48,62,52,False,36.9,38.87,39.67,49.34,48.29,66.59,67.89,75.46,91.49,70.1,18.78,24.88,18.57,25.28,18.35
age41-104729,2048-06-30,2048/49,63,50,False,34.26,35.89,36.6,46.83,45.75,63.72,64.94,74.2,91.65,68.9,17.02,22.72,16.7,23.07,16.59
age41-104729,2049-06-30,2049/50,64,47,False,31.61,32.99,33.69,44.42,43.13,60.78,61.87,72.8,91.82,67.58,15.39,20.69,15.0,20.97,14.97
age41-104729,2050-06-30,2050/51,65,45,False,29.06,30.18,30.83,41.79,40.46,57.68,58.67,71.22,91.98,66.09,13.88,18.76,13.43,19.0,13.47
age41-130363,2026-05-11,2026/27,41,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age41-130363,2027-06-30,2027/28,42,74,True,67.34,78.11,77.37,61.24,68.48,76.35,79.4,72.19,85.7,70.72,56.15,64.09,70.88,67.06,59.73
age41-130363,2028-06-30,2028/29,43,74,False,67.25,77.68,77.23,62.02,68.7,77.38,80.49,73.08,86.22,71.26,55.16,63.02,68.49,65.82,58.27
age41-130363,2029-06-30,2029/30,44,74,False,67.17,77.28,77.03,62.88,68.89,78.57,81.68,74.13,86.76,71.91,53.85,61.72,65.81,64.42,56.53
age41-130363,2030-06-30,2030/31,45,74,False,66.75,76.5,76.52,63.67,68.9,79.68,82.71,75.08,87.23,72.5,52.35,60.24,62.91,62.78,54.6
age41-130363,2031-06-30,2031/32,46,73,False,65.84,75.12,75.27,63.72,68.51,80.43,83.39,75.76,87.56,72.91,50.4,58.44,59.73,60.83,52.32
age41-130363,2032-06-30,2032/33,47,72,False,64.83,73.62,73.9,63.71,68.07,81.03,83.93,76.34,87.84,73.26,48.42,56.55,56.48,58.75,49.98
age41-130363,2033-06-30,2033/34,48,72,False,63.68,71.98,72.38,63.7,67.52,81.6,84.4,76.99,88.17,73.64,46.25,54.49,53.16,56.53,47.5
age41-130363,2034-06-30,2034/35,49,71,False,62.3,70.06,70.57,63.5,66.81,81.97,84.68,77.56,88.48,73.96,43.99,52.31,49.82,54.18,44.96
age41-130363,2035-06-30,2035/36,50,70,False,60.78,67.96,68.56,63.1,65.97,82.14,84.75,78.06,88.76,74.21,41.69,50.03,46.51,51.73,42.39
age41-130363,2036-06-30,2036/37,51,69,False,59.08,65.66,66.33,62.49,64.98,82.06,84.58,78.43,89.03,74.36,39.36,47.68,43.26,49.2,39.82
age41-130363,2037-06-30,2037/38,52,67,False,57.29,63.34,64.05,61.91,63.89,81.8,84.2,78.79,89.33,74.49,36.99,45.26,40.09,46.64,37.24
age41-130363,2038-06-30,2038/39,53,66,False,55.27,60.77,61.54,61.11,62.62,81.26,83.53,79.04,89.61,74.51,34.62,42.8,37.02,44.02,34.7
age41-130363,2039-06-30,2039/40,54,64,False,53.12,58.05,58.89,60.12,61.19,80.36,82.49,79.1,89.87,74.38,32.32,40.33,34.09,41.4,32.25
age41-130363,2040-06-30,2040/41,55,63,False,50.93,55.31,56.19,59.0,59.67,79.13,81.12,79.02,90.13,74.13,30.08,37.87,31.32,38.81,29.88
age41-130363,2041-06-30,2041/42,56,61,False,48.42,52.29,53.16,57.49,57.82,77.31,79.16,78.56,90.32,73.6,27.76,35.35,28.62,36.17,27.49
age41-130363,2042-06-30,2042/43,57,59,False,45.74,49.13,49.99,55.8,55.76,75.25,76.99,77.99,90.51,72.97,25.46,32.81,26.02,33.51,25.16
age41-130363,2043-06-30,2043/44,58,57,False,42.97,45.87,46.71,53.8,53.52,72.89,74.52,77.22,90.69,72.17,23.26,30.28,23.54,30.87,22.91
age41-130363,2044-06-30,2044/45,59,54,False,40.12,42.58,43.36,51.6,51.09,70.26,71.77,76.29,90.87,71.24,21.1,27.75,21.16,28.25,20.73
age41-130363,2045-06-30,2045/46,60,52,False,37.13,39.19,39.93,49.17,48.42,67.32,68.7,75.14,91.05,70.12,19.0,25.24,18.89,25.65,18.62
age41-130363,2046-06-30,2046/47,61,50,False,34.06,35.73,36.42,46.44,45.52,64.04,65.28,73.73,91.21,68.77,16.96,22.76,16.74,23.1,16.59
age41-130363,2047-06-30,2047/48,62,47,False,31.02,32.34,32.97,43.44,42.5,60.47,61.6,72.04,91.37,67.18,15.09,20.41,14.77,20.67,14.72
age41-130363,2048-06-30,2048/49,63,44,False,28.14,29.2,29.75,40.48,39.45,56.79,57.79,70.14,91.54,65.41,13.36,18.2,12.98,18.42,13.0
age41-130363,2049-06-30,2049/50,64,42,False,25.3,26.14,26.67,37.48,36.31,52.95,53.8,67.96,91.71,63.4,11.79,16.14,11.36,16.31,11.44
age41-130363,2050-06-30,2050/51,65,39,False,22.58,23.23,23.71,34.32,33.15,48.96,49.69,65.49,91.87,61.13,10.33,14.22,9.89,14.36,10.0
age42-104729,2026-05-11,2026/27,42,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age42-104729,2027-06-30,2027/28,43,74,True,67.31,78.03,77.27,61.09,68.45,76.33,79.4,72.19,85.69,70.71,56.08,64.03,70.78,67.0,59.66
age42-104729,2028-06-30,2028/29,44,74,False,67.2,77.57,77.06,61.76,68.64,77.32,80.48,73.06,86.2,71.22,55.05,62.94,68.35,65.74,58.16
age42-104729,2029-06-30,2029/30,45,74,False,67.18,77.22,76.84,62.5,68.86,78.48,81.67,74.09,86.72,71.86,53.75,61.65,65.68,64.36,56.43
age42-104729,2030-06-30,2030/31,46,73,False,66.5,76.19,76.03,62.95,68.65,79.3,82.42,74.79,87.08,72.29,52.09,60.09,62.76,62.65,54.41
age42-104729,2031-06-30,2031/32,47,73,False,65.72,74.99,75.0,63.25,68.36,80.12,83.14,75.56,87.46,72.75,50.27,58.38,59.71,60.8,52.25
age42-104729,2032-06-30,2032/33,48,72,False,64.81,73.61,73.78,63.36,67.99,80.7,83.64,76.16,87.77,73.11,48.42,56.59,56.62,58.83,50.04
age42-104729,2033-06-30,2033/34,49,72,False,63.77,72.11,72.4,63.42,67.51,81.21,84.04,76.78,88.1,73.46,46.4,54.66,53.48,56.75,47.71
age42-104729,2034-06-30,2034/35,50,71,False,62.52,70.38,70.82,63.41,66.89,81.53,84.24,77.32,88.41,73.76,44.32,52.63,50.34,54.55,45.34
age42-104729,2035-06-30,2035/36,51,70,False,61.16,68.48,69.03,63.15,66.16,81.67,84.28,77.81,88.71,74.0,42.19,50.52,47.23,52.28,42.95
age42-104729,2036-06-30,2036/37,52,69,False,59.68,66.44,67.04,62.65,65.32,81.55,84.08,78.18,88.99,74.14,40.05,48.35,44.18,49.95,40.56
age42-104729,2037-06-30,2037/38,53,68,False,58.1,64.37,65.03,62.24,64.39,81.31,83.7,78.55,89.3,74.27,37.87,46.12,41.2,47.58,38.17
age42-104729,2038-06-30,2038/39,54,66,False,56.31,62.09,62.86,61.75,63.3,80.82,83.06,78.82,89.59,74.32,35.7,43.86,38.33,45.17,35.82
age42-104729,2039-06-30,2039/40,55,65,False,54.45,59.72,60.57,61.06,62.12,80.05,82.14,78.97,89.88,74.24,33.58,41.6,35.58,42.77,33.54
age42-104729,2040-06-30,2040/41,56,64,False,52.3,57.03,57.89,59.86,60.64,78.67,80.64,78.7,90.07,73.88,31.38,39.27,32.89,40.3,31.23
age42-104729,2041-06-30,2041/42,57,62,False,50.0,54.23,55.07,58.52,58.98,77.14,79.0,78.35,90.25,73.45,29.15,36.88,30.27,37.8,28.94
age42-104729,2042-06-30,2042/43,58,60,False,47.54,51.3,52.16,57.07,57.15,75.43,77.2,77.93,90.45,72.94,26.96,34.47,27.73,35.27,26.69
age42-104729,2043-06-30,2043/44,59,58,False,44.99,48.26,49.11,55.34,55.16,73.47,75.16,77.36,90.63,72.31,24.84,32.07,25.3,32.75,24.51
age42-104729,2044-06-30,2044/45,60,56,False,42.36,45.19,45.99,53.4,52.99,71.25,72.84,76.61,90.81,71.55,22.75,29.66,22.96,30.24,22.39
age42-104729,2045-06-30,2045/46,61,53,False,39.61,42.02,42.79,51.3,50.63,68.8,70.27,75.72,90.98,70.65,20.71,27.26,20.73,27.76,20.33
age42-104729,2046-06-30,2046/47,62,51,False,36.83,38.85,39.59,48.97,48.12,66.13,67.49,74.66,91.15,69.6,18.78,24.94,18.64,25.36,18.39
age42-104729,2047-06-30,2047/48,63,49,False,34.14,35.82,36.53,46.55,45.57,63.32,64.57,73.44,91.32,68.42,17.03,22.77,16.76,23.11,16.63
age42-104729,2048-06-30,2048/49,64,47,False,31.56,32.96,33.6,44.06,42.98,60.35,61.5,72.04,91.49,67.09,15.4,20.71,15.03,21.0,14.99
age42-104729,2049-06-30,2049/50,65,45,False,28.99,30.15,30.78,41.58,40.31,57.29,58.31,70.48,91.66,65.62,13.88,18.77,13.45,19.0,13.47
age42-130363,2026-05-11,2026/27,42,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age42-130363,2027-06-30,2027/28,43,74,True,67.2,77.91,77.18,61.17,68.39,76.35,79.4,72.19,85.7,70.72,55.89,63.87,70.46,66.82,59.43
age42-130363,2028-06-30,2028/29,44,74,False,66.96,77.28,76.84,61.88,68.53,77.4,80.52,73.11,86.23,71.27,54.64,62.59,67.68,65.34,57.69
age42-130363,2029-06-30,2029/30,45,74,True,66.7,76.64,76.36,62.53,68.61,78.53,81.67,74.11,86.74,71.89,53.08,61.07,64.64,63.71,55.68
age42-130363,2030-06-30,2030/31,46,73,True,65.77,75.26,75.15,62.64,68.22,79.19,82.29,74.68,87.05,72.23,51.11,59.25,61.32,61.71,53.34
age42-130363,2031-06-30,2031/32,47,72,False,64.62,73.61,73.65,62.57,67.7,79.85,82.88,75.32,87.37,72.6,48.93,57.24,57.87,59.53,50.83
age42-130363,2032-06-30,2032/33,48,71,False,63.4,71.83,72.02,62.4,67.11,80.35,83.32,75.86,87.66,72.91,46.76,55.15,54.4,57.24,48.29
age42-130363,2033-06-30,2033/34,49,70,False,62.07,69.96,70.24,62.15,66.42,80.72,83.62,76.38,87.96,73.19,44.44,52.91,50.9,54.84,45.66
age42-130363,2034-06-30,2034/35,50,70,False,60.56,67.89,68.32,61.97,65.6,81.01,83.77,76.92,88.28,73.48,42.08,50.58,47.45,52.33,43.0
age42-130363,2035-06-30,2035/36,51,68,False,58.89,65.63,66.17,61.52,64.66,81.08,83.72,77.4,88.6,73.69,39.69,48.17,44.06,49.75,40.34
age42-130363,2036-06-30,2036/37,52,67,False,57.07,63.23,63.86,60.96,63.56,80.85,83.37,77.73,88.89,73.79,37.32,45.72,40.78,47.11,37.72
age42-130363,2037-06-30,2037/38,53,66,False,55.15,60.78,61.45,60.28,62.35,80.39,82.76,77.99,89.19,73.83,34.91,43.21,37.61,44.46,35.12
age42-130363,2038-06-30,2038/39,54,64,False,53.01,58.09,58.82,59.38,60.94,79.56,81.78,78.07,89.46,73.72,32.54,40.68,34.57,41.78,32.58
age42-130363,2039-06-30,2039/40,55,62,False,50.78,55.27,56.03,58.15,59.38,78.33,80.44,77.97,89.71,73.45,30.23,38.15,31.69,39.11,30.13
age42-130363,2040-06-30,2040/41,56,61,False,48.29,52.25,53.01,56.68,57.56,76.53,78.51,77.52,89.91,72.93,27.9,35.59,28.93,36.42,27.71
age42-130363,2041-06-30,2041/42,57,58,False,45.65,49.11,49.86,55.01,55.53,74.5,76.37,76.96,90.1,72.3,25.57,33.0,26.25,33.72,25.33
age42-130363,2042-06-30,2042/43,58,56,False,42.85,45.83,46.58,53.15,53.29,72.23,73.97,76.27,90.31,71.55,23.29,30.4,23.69,31.01,23.01
age42-130363,2043-06-30,2043/44,59,54,False,39.96,42.47,43.2,50.96,50.84,69.61,71.24,75.35,90.49,70.61,21.11,27.84,21.26,28.34,20.79
age42-130363,2044-06-30,2044/45,60,52,False,37.0,39.09,39.76,48.53,48.19,66.69,68.18,74.21,90.67,69.5,18.99,25.29,18.95,25.7,18.65
age42-130363,2045-06-30,2045/46,61,49,False,33.92,35.63,36.25,45.85,45.29,63.4,64.74,72.78,90.83,68.14,16.94,22.78,16.77,23.11,16.59
age42-130363,2046-06-30,2046/47,62,46,False,30.86,32.21,32.8,42.97,42.25,59.91,61.1,71.16,91.01,66.59,15.02,20.38,14.75,20.65,14.68
age42-130363,2047-06-30,2047/48,63,44,False,27.89,28.93,29.47,39.89,39.14,56.17,57.23,69.22,91.16,64.77,13.29,18.14,12.94,18.34,12.95
age42-130363,2048-06-30,2048/49,64,41,False,25.1,25.91,26.36,36.8,36.01,52.29,53.23,67.02,91.32,62.74,11.69,16.05,11.3,16.22,11.36
age42-130363,2049-06-30,2049/50,65,39,False,22.35,22.99,23.44,33.78,32.83,48.31,49.09,64.55,91.49,60.46,10.23,14.11,9.82,14.24,9.92
age43-104729,2026-05-11,2026/27,43,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age43-104729,2027-06-30,2027/28,44,74,True,67.18,77.86,77.1,61.03,68.38,76.33,79.4,72.19,85.69,70.71,55.85,63.84,70.41,66.79,59.4
age43-104729,2028-06-30,2028/29,45,74,False,66.96,77.23,76.75,61.68,68.52,77.38,80.54,73.12,86.23,71.25,54.6,62.56,67.64,65.33,57.66
age43-104729,2029-06-30,2029/30,46,73,False,66.41,76.3,75.93,61.99,68.36,78.16,81.33,73.81,86.58,71.68,52.89,60.97,64.58,63.62,55.56
age43-104729,2030-06-30,2030/31,47,73,False,65.6,75.09,74.92,62.28,68.06,78.87,82.0,74.45,86.93,72.07,51.05,59.25,61.39,61.72,53.34
age43-104729,2031-06-30,2031/32,48,72,False,64.69,73.73,73.73,62.53,67.69,79.62,82.65,75.19,87.31,72.51,49.07,57.38,58.13,59.7,51.0
age43-104729,2032-06-30,2032/33,49,72,False,63.7,72.23,72.35,62.51,67.24,80.12,83.08,75.77,87.63,72.83,47.07,55.44,54.87,57.58,48.64
age43-104729,2033-06-30,2033/34,50,71,False,62.52,70.56,70.8,62.46,66.66,80.48,83.34,76.3,87.95,73.12,44.93,53.36,51.58,55.35,46.19
age43-104729,2034-06-30,2034/35,51,70,False,61.16,68.68,69.09,62.4,65.95,80.71,83.42,76.82,88.28,73.39,42.75,51.2,48.34,53.02,43.72
age43-104729,2035-06-30,2035/36,52,69,False,59.66,66.65,67.17,62.1,65.13,80.72,83.31,77.25,88.59,73.57,40.54,48.98,45.16,50.63,41.24
age43-104729,2036-06-30,2036/37,53,68,False,58.08,64.51,65.11,61.63,64.2,80.48,82.95,77.58,88.88,73.67,38.35,46.72,42.08,48.21,38.81
age43-104729,2037-06-30,2037/38,54,66,False,56.33,62.25,62.9,61.05,63.13,79.97,82.31,77.79,89.17,73.68,36.12,44.4,39.08,45.75,36.37
age43-104729,2038-06-30,2038/39,55,65,False,54.44,59.85,60.6,60.42,61.93,79.27,81.45,77.95,89.47,73.61,33.92,42.07,36.22,43.27,34.0
age43-104729,2039-06-30,2039/40,56,63,False,52.28,57.17,57.95,59.33,60.46,77.99,80.04,77.74,89.67,73.29,31.67,39.69,33.44,40.75,31.63
age43-104729,2040-06-30,2040/41,57,61,False,50.0,54.35,55.13,58.0,58.83,76.47,78.45,77.4,89.86,72.86,29.43,37.26,30.74,38.19,29.3
age43-104729,2041-06-30,2041/42,58,60,False,47.58,51.42,52.19,56.51,57.02,74.77,76.66,76.97,90.05,72.35,27.19,34.8,28.12,35.62,26.99
age43-104729,2042-06-30,2042/43,59,57,False,44.99,48.35,49.11,54.81,55.01,72.84,74.63,76.41,90.24,71.73,24.98,32.33,25.6,33.03,24.73
age43-104729,2043-06-30,2043/44,60,56,False,42.33,45.21,45.97,52.92,52.85,70.68,72.36,75.71,90.42,70.98,22.88,29.88,23.2,30.47,22.57
age43-104729,2044-06-30,2044/45,61,54,False,39.6,42.06,42.78,50.83,50.51,68.26,69.83,74.84,90.61,70.1,20.81,27.44,20.91,27.94,20.47
age43-104729,2045-06-30,2045/46,62,51,False,36.83,38.9,39.6,48.61,48.02,65.64,67.08,73.82,90.79,69.07,18.87,25.09,18.79,25.5,18.5
age43-104729,2046-06-30,2046/47,63,49,False,34.11,35.83,36.51,46.26,45.46,62.89,64.19,72.65,90.97,67.92,17.06,22.86,16.85,23.21,16.69
age43-104729,2047-06-30,2047/48,64,47,False,31.48,32.89,33.54,43.78,42.85,59.96,61.15,71.29,91.14,66.61,15.43,20.78,15.1,21.06,15.04
age43-104729,2048-06-30,2048/49,65,45,False,28.97,30.14,30.73,41.25,40.22,56.91,58.0,69.76,91.32,65.15,13.9,18.82,13.49,19.06,13.51
age43-130363,2026-05-11,2026/27,43,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age43-130363,2027-06-30,2027/28,44,74,True,67.05,77.72,76.99,61.11,68.31,76.35,79.4,72.19,85.7,70.72,55.63,63.65,70.04,66.58,59.14
age43-130363,2028-06-30,2028/29,45,74,False,66.66,76.9,76.47,61.79,68.36,77.39,80.49,73.09,86.23,71.26,54.13,62.16,66.88,64.87,57.12
age43-130363,2029-06-30,2029/30,46,73,False,65.9,75.7,75.4,61.99,68.08,78.15,81.27,73.76,86.57,71.68,52.14,60.33,63.41,62.89,54.72
age43-130363,2030-06-30,2030/31,47,72,False,64.86,74.17,74.06,62.11,67.62,78.78,81.87,74.34,86.89,72.03,50.0,58.33,59.83,60.7,52.18
age43-130363,2031-06-30,2031/32,48,72,False,63.7,72.46,72.47,62.0,67.07,79.4,82.43,74.99,87.23,72.4,47.7,56.17,56.17,58.37,49.52
age43-130363,2032-06-30,2032/33,49,70,False,62.4,70.59,70.74,61.84,66.43,79.8,82.76,75.49,87.53,72.68,45.41,53.93,52.55,55.93,46.85
age43-130363,2033-06-30,2033/34,50,69,False,60.95,68.59,68.86,61.64,65.66,80.11,82.96,76.01,87.86,72.95,42.98,51.56,48.94,53.39,44.1
age43-130363,2034-06-30,2034/35,51,68,False,59.29,66.34,66.75,61.34,64.73,80.22,82.93,76.47,88.18,73.17,40.53,49.1,45.4,50.75,41.35
age43-130363,2035-06-30,2035/36,52,67,False,57.48,63.93,64.45,60.84,63.67,80.13,82.7,76.88,88.5,73.32,38.05,46.58,41.97,48.05,38.62
age43-130363,2036-06-30,2036/37,53,65,False,55.54,61.37,61.95,60.02,62.46,79.66,82.12,77.09,88.78,73.32,35.63,44.04,38.68,45.33,35.96
age43-130363,2037-06-30,2037/38,54,64,False,53.5,58.77,59.38,59.19,61.12,78.94,81.26,77.23,89.08,73.25,33.2,41.45,35.52,42.61,33.34
age43-130363,2038-06-30,2038/39,55,63,False,51.25,55.97,56.64,58.17,59.6,77.87,80.05,77.23,89.37,73.05,30.81,38.87,32.52,39.88,30.81
age43-130363,2039-06-30,2039/40,56,61,False,48.73,52.86,53.54,56.61,57.76,76.1,78.19,76.81,89.56,72.53,28.4,36.24,29.65,37.12,28.3
age43-130363,2040-06-30,2040/41,57,58,False,46.08,49.68,50.35,54.94,55.75,74.1,76.08,76.24,89.75,71.9,26.05,33.6,26.89,34.35,25.86
age43-130363,2041-06-30,2041/42,58,56,False,43.31,46.4,47.06,53.08,53.54,71.87,73.72,75.56,89.95,71.17,23.72,30.95,24.24,31.59,23.48
age43-130363,2042-06-30,2042/43,59,54,False,40.37,42.99,43.66,50.99,51.09,69.37,71.08,74.72,90.15,70.28,21.45,28.3,21.72,28.84,21.18
age43-130363,2043-06-30,2043/44,60,52,False,37.37,39.54,40.18,48.61,48.45,66.54,68.11,73.65,90.34,69.2,19.3,25.71,19.34,26.14,18.99
age43-130363,2044-06-30,2044/45,61,50,False,34.31,36.08,36.68,45.99,45.6,63.37,64.8,72.33,90.53,67.91,17.22,23.16,17.1,23.51,16.89
age43-130363,2045-06-30,2045/46,62,47,False,31.24,32.67,33.24,43.22,42.58,59.96,61.22,70.77,90.71,66.41,15.27,20.72,15.04,21.0,14.94
age43-130363,2046-06-30,2046/47,63,44,False,28.25,29.37,29.9,40.23,39.48,56.32,57.43,68.93,90.88,64.67,13.49,18.44,13.18,18.66,13.16
age43-130363,2047-06-30,2047/48,64,41,False,25.37,26.22,26.7,37.11,36.31,52.47,53.44,66.78,91.04,62.67,11.88,16.32,11.51,16.48,11.55
age43-130363,2048-06-30,2048/49,65,39,False,22.67,23.32,23.73,33.96,33.16,48.51,49.36,64.36,91.21,60.42,10.39,14.34,9.99,14.49,10.08
age44-104729,2026-05-11,2026/27,44,74,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age44-104729,2027-06-30,2027/28,45,74,True,67.05,77.69,76.93,60.97,68.31,76.33,79.4,72.19,85.69,70.71,55.62,63.65,70.04,66.58,59.14
age44-104729,2028-06-30,2028/29,46,73,False,66.37,76.57,76.01,61.16,68.09,76.98,80.11,72.76,86.03,71.05,53.92,62.06,66.83,64.79,57.0
age44-104729,2029-06-30,2029/30,47,73,False,65.66,75.43,75.0,61.37,67.83,77.66,80.82,73.39,86.37,71.43,52.02,60.29,63.48,62.88,54.69
